ORI,PUB_AGENCY_NAME,AGENCY_TYPE_NAME,STATE_ABBR
NJ0131500,Freehold Borough,City,NJ
NJ0131600,Freehold Township,City,NJ
NJ0131700,Highlands,City,NJ
NJ0131800,Holmdel Township,City,NJ
NJ0131900,Howell Township,City,NJ
NJ0132000,Interlaken,City,NJ
NJ0132100,Keansburg,City,NJ
NJ0132200,Keyport,City,NJ
NJ0132300,Little Silver,City,NJ
NJ0132500,Long Branch,City,NJ
NJ0132600,Manalapan Township,City,NJ
NJ0132700,Manasquan,City,NJ
NJ0132800,Marlboro Township,City,NJ
NJ0132900,Matawan,City,NJ
NJ0133000,Aberdeen Township,City,NJ
NJ0133100,Middletown Township,City,NJ
NJ0133300,Monmouth Beach,City,NJ
NJ0133400,Neptune Township,City,NJ
NJ0133500,Neptune City,City,NJ
NJ0133600,Tinton Falls,City,NJ
NJ0133700,"Ocean Township, Monmouth County",City,NJ
NJ0133800,Oceanport,City,NJ
NJ0133900,Hazlet Township,City,NJ
NJ0134000,Red Bank,City,NJ
NJ0134200,Rumson,City,NJ
NJ0134300,Sea Bright,City,NJ
NJ0134400,Sea Girt,City,NJ
NJ0134500,Shrewsbury,City,NJ
NJ0134700,Lake Como,City,NJ
NJ0134800,Spring Lake,City,NJ
NJ0134900,Spring Lake Heights,City,NJ
NJ0135000,Union Beach,City,NJ
NJ0135200,Wall Township,City,NJ
NJ0135300,West Long Branch,City,NJ
NJ013559E,Monmouth University,University or College,NJ
NJ0135600,Brookdale Community College,University or College,NJ
NJ013SP00,State Police:,State Police,NJ
NJ0140100,Boonton,City,NJ
NJ0140200,Boonton Township,City,NJ
NJ0140300,Butler,City,NJ
NJ0140400,Chatham,City,NJ
NJ0140500,Chatham Township,City,NJ
NJ0140600,Chester,City,NJ
NJ0140700,Chester Township,City,NJ
NJ0140800,Denville Township,City,NJ
NJ0140900,Dover,City,NJ
NJ0141000,East Hanover Township,City,NJ
NJ0141100,Florham Park,City,NJ
NJ0141200,Hanover Township,City,NJ
NJ0141300,Harding Township,City,NJ
NJ0141400,Jefferson Township,City,NJ
NJ0141500,Kinnelon,City,NJ
NJ0141600,Lincoln Park,City,NJ
NJ0141700,Madison,City,NJ
NJ0141800,Mendham,City,NJ
NJ0141900,Mendham Township,City,NJ
NJ0142000,Mine Hill Township,City,NJ
NJ0142100,Montville Township,City,NJ
NJ0142200,Morris Township,City,NJ
NJ0142300,Morris Plains,City,NJ
NJ0142400,Morristown,City,NJ
NJ0142500,Mountain Lakes,City,NJ
NJ0142600,Mount Arlington,City,NJ
NJ0142700,Mount Olive Township,City,NJ
NJ0142800,Netcong,City,NJ
NJ0142900,Parsippany-Troy Hills Township,City,NJ
NJ0143000,Long Hill Township,City,NJ
NJ0143100,Pequannock Township,City,NJ
NJ0143200,Randolph Township,City,NJ
NJ0143300,Riverdale,City,NJ
NJ0143400,Rockaway,City,NJ
NJ0143500,Rockaway Township,City,NJ
NJ0143600,Roxbury Township,City,NJ
NJ0143800,"Washington Township, Morris County",City,NJ
NJ0143900,Wharton,City,NJ
NJ0149100,Park Police:,Other,NJ
NJ014SP00,State Police:,State Police,NJ
NJ0150100,Barnegat Light,City,NJ
NJ0150200,Bay Head,City,NJ
NJ0150300,Beach Haven,City,NJ
NJ0150400,Beachwood,City,NJ
NJ0150500,Berkeley Township,City,NJ
NJ0150600,Brick Township,City,NJ
NJ0150700,Toms River Township,City,NJ
NJ0151000,Island Heights,City,NJ
NJ0151100,Jackson Township,City,NJ
NJ0151200,Lacey Township,City,NJ
NJ0151300,Lakehurst,City,NJ
NJ0151400,Lakewood Township,City,NJ
NJ0151500,Lavallette,City,NJ
NJ0151600,Little Egg Harbor Township,City,NJ
NJ0151700,Long Beach Township,City,NJ
NJ0151800,Manchester Township,City,NJ
NJ0152000,"Ocean Township, Ocean County",City,NJ
NJ0152100,Ocean Gate,City,NJ
NJ0152200,Pine Beach,City,NJ
NJ0152300,Plumsted Township,City,NJ
NJ0152400,Point Pleasant,City,NJ
NJ0152500,Point Pleasant Beach,City,NJ
NJ0152600,Seaside Heights,City,NJ
NJ0152700,Seaside Park,City,NJ
NJ0152800,Ship Bottom,City,NJ
NJ0152900,South Toms River,City,NJ
NJ0153000,Stafford Township,City,NJ
NJ0153100,Surf City,City,NJ
NJ0153200,Tuckerton,City,NJ
NJ0153300,Barnegat Township,City,NJ
NJ015SP00,State Police:,State Police,NJ
NJ0160100,Bloomingdale,City,NJ
NJ0160200,Clifton,City,NJ
NJ0160300,Haledon,City,NJ
NJ0160400,Hawthorne,City,NJ
NJ0160500,Little Falls Township,City,NJ
NJ0160600,North Haledon,City,NJ
NJ0160700,Passaic,City,NJ
NJ0160800,Paterson,City,NJ
NJ0160900,Pompton Lakes,City,NJ
NJ0161000,Prospect Park,City,NJ
NJ0161100,Ringwood,City,NJ
NJ0161200,Totowa,City,NJ
NJ0161300,Wanaque,City,NJ
NJ0161400,Wayne Township,City,NJ
NJ0161500,West Milford Township,City,NJ
NJ0161600,Woodland Park,City,NJ
NJ0161700,William Paterson University,University or College,NJ
NJ016SP00,State Police:,State Police,NJ
NJ0170000,Salem,County,NJ
NJ0170300,Elsinboro Township,City,NJ
NJ0170400,Lower Alloways Creek Township,City,NJ
NJ0170500,Pennsville Township,City,NJ
NJ0170800,Penns Grove,City,NJ
NJ0171200,Salem,City,NJ
NJ0171300,Carney's Point Township,City,NJ
NJ0171500,Woodstown,City,NJ
NJ017SP00,State Police:,State Police,NJ
NJ0180000,Somerset,County,NJ
NJ0180100,Bedminster Township,City,NJ
NJ0180200,Bernards Township,City,NJ
NJ0180300,Bernardsville,City,NJ
NJ0180400,Bound Brook,City,NJ
NJ0180500,Branchburg Township,City,NJ
NJ0180600,Bridgewater Township,City,NJ
NJ0180800,"Franklin Township, Somerset County",City,NJ
NJ0180900,Green Brook Township,City,NJ
NJ0181000,Hillsborough Township,City,NJ
NJ0181100,Manville,City,NJ
NJ0181300,Montgomery Township,City,NJ
NJ0181400,North Plainfield,City,NJ
NJ0181500,Peapack-Gladstone,City,NJ
NJ0181600,Raritan,City,NJ
NJ0181800,Somerville,City,NJ
NJ0181900,South Bound Brook,City,NJ
NJ0182000,Warren Township,City,NJ
NJ0182100,Watchung,City,NJ
NJ018SP00,State Police:,State Police,NJ
NJ0190200,Andover Township,City,NJ
NJ0190400,Byram Township,City,NJ
NJ0190600,Franklin,City,NJ
NJ0190900,Hamburg,City,NJ
NJ0191100,Hardyston Township,City,NJ
NJ0191200,Hopatcong,City,NJ
NJ0191500,Newton,City,NJ
NJ0191800,Sparta Township,City,NJ
NJ0191900,Stanhope,City,NJ
NJ0192000,Stillwater Township,City,NJ
NJ0192100,Sussex,City,NJ
NJ0192200,Vernon Township,City,NJ
NJ019SP00,State Police:,State Police,NJ
NJ0200100,Berkeley Heights Township,City,NJ
NJ0200200,Clark Township,City,NJ
NJ0200300,Cranford Township,City,NJ
NJ0200400,Elizabeth,City,NJ
NJ0200500,Fanwood,City,NJ
NJ0200600,Garwood,City,NJ
NJ0200700,Hillside Township,City,NJ
NJ0200800,Kenilworth,City,NJ
NJ0200900,Linden,City,NJ
NJ0201000,Mountainside,City,NJ
NJ0201100,New Providence,City,NJ
NJ0201200,Plainfield,City,NJ
NJ0201300,Rahway,City,NJ
NJ0201400,Roselle,City,NJ
NJ0201500,Roselle Park,City,NJ
NJ0201600,Scotch Plains Township,City,NJ
NJ0201700,"Springfield Township, Union County",City,NJ
NJ0201800,Summit,City,NJ
NJ0201900,Union Township,City,NJ
NJ0202000,Westfield,City,NJ
NJ0202100,Winfield Township,City,NJ
NJ0208900,Prosecutor:,Other,NJ
NJ0209100,Park Police:,Other,NJ
NJ0210000,Warren,County,NJ
NJ0210200,Alpha,City,NJ
NJ0210300,Belvidere,City,NJ
NJ0210400,Blairstown Township,City,NJ
NJ0210700,"Greenwich Township, Warren County",City,NJ
NJ0210800,Hackettstown,City,NJ
NJ0211200,Independence Township,City,NJ
NJ0211500,Lopatcong Township,City,NJ
NJ0211600,"Mansfield Township, Warren County",City,NJ
NJ0211700,Oxford Township,City,NJ
NJ0211900,Phillipsburg,City,NJ
NJ0212000,Pohatcong Township,City,NJ
NJ0212100,Washington,City,NJ
NJ0212200,"Washington Township, Warren County",City,NJ
NJ0218900,Prosecutor:,Other,NJ
NJ021SP00,State Police:,State Police,NJ
NJ0225400,State Park Police,Other State Agency,NJ
NJFBINK00,Federal Bureau of Investigation,Federal,NJ
NJNPD0000,Newark,City,NJ
NJNSP0000,New Jersey State Police Headquarters,State Police,NJ
NJNSP2200,State Police,State Police,NJ
NM0010000,Bernalillo,County,NM
NM0010100,Albuquerque,City,NM
NM0010200,University of New Mexico,University or College,NM
NM0050100,Clovis,City,NM
NM0070000,Dona Ana,County,NM
NM0070100,Las Cruces,City,NM
NM0070400,New Mexico State University,University or College,NM
NM0070600,Sunland Park,City,NM
NM0090100,Silver City,City,NM
NM0130200,Hobbs,City,NM
NM0140200,Carrizozo,City,NM
NM0150100,Los Alamos,City,NM
NM0160100,Deming,City,NM
NM0170000,McKinley,County,NM
NM0170100,Gallup,City,NM
NM0190200,Tularosa,City,NM
NM0210100,Espanola,City,NM
NM0230000,Sandoval,County,NM
NM0230300,Corrales,City,NM
NM0240000,San Juan,County,NM
NM0240100,Aztec,City,NM
NM0240200,Farmington,City,NM
NM0240300,Bloomfield,City,NM
NM0260100,Santa Fe,City,NM
NM0270100,Truth or Consequences,City,NM
NM0320000,Valencia,County,NM
NM0320100,Belen,City,NM
NM0320300,Los Lunas,City,NM
NM0320600,Acoma Tribal,Tribal,NM
NM0330000,Cibola,County,NM
NMFBIAQ00,Federal Bureau of Investigation,Federal,NM
NV0010000,Churchill,County,NV
NV0010100,Fallon,City,NV
NV0020100,Las Vegas Metropolitan Police Department,City,NV
NV0020200,North Las Vegas,City,NV
NV0020300,Henderson,City,NV
NV0020400,Boulder City,City,NV
NV0021000,University Police Services,University or College,NV
NV0021600,Clark County School District,Other,NV
NV0030000,Douglas,County,NV
NV0040100,Elko,City,NV
NV0040200,Carlin,City,NV
NV0040500,West Wendover,City,NV
NV0070000,Humboldt,County,NV
NV0070100,Winnemucca,City,NV
NV0100000,Lyon,County,NV
NV0100100,Yerington,City,NV
NV0120000,Nye,County,NV
NV0130000,Carson City,County,NV
NV0140000,Pershing,County,NV
NV0150000,Storey,County,NV
NV0160000,Washoe,County,NV
NV0160100,Reno,City,NV
NV0160200,Sparks,City,NV
NV0160300,University of Nevada:,University or College,NV
NV0161000,Washoe County School District,Other,NV
NV0161500,Truckee Meadows Community College,University or College,NV
NV0170000,White Pine,County,NV
NVFBILV00,Federal Bureau of Investigation,Federal,FS
NY0010000,Albany,County,NY
NY0010100,Albany,City,NY
NY0010200,Cohoes,City,NY
NY0010300,Watervliet,City,NY
NY0015100,Bethlehem Town,City,NY
NY0015200,Guilderland Town,City,NY
NY0015300,Colonie Town,City,NY
NY0015800,Coeymans Town,City,NY
NY0022800,Wellsville Village,City,NY
NY0030000,Broome,County,NY
NY0030100,Binghamton,City,NY
NY0030200,Endicott Village,City,NY
NY0030300,Johnson City Village,City,NY
NY0030600,Broome County Special Investigations Task Force,Other,NY
NY0036400,Vestal Town,City,NY
NY0040000,Cattaraugus,County,NY
NY0040100,Olean,City,NY
NY0043300,Salamanca,City,NY
NY0050000,Cayuga,County,NY
NY0050100,Auburn,City,NY
NY0060100,Dunkirk,City,NY
NY0060200,Jamestown,City,NY
NY0070000,Chemung,County,NY
NY0070100,Elmira,City,NY
NY0072100,Elmira Heights Village,City,NY
NY0072200,Horseheads Village,City,NY
NY0080000,Chenango,County,NY
NY0082400,Norwich,City,NY
NY0090100,Plattsburgh City,City,NY
NY0100100,Hudson,City,NY
NY0110100,Cortland,City,NY
NY0130000,Dutchess,County,NY
NY0130100,Beacon,City,NY
NY0130200,Poughkeepsie,City,NY
NY0132400,Wappingers Falls Village,City,NY
NY0132700,Rhinebeck Village,City,NY
NY0132800,Millbrook Village,City,NY
NY0135000,Pine Plains Town,City,NY
NY0136300,Poughkeepsie Town,City,NY
NY0136400,Fishkill Town,City,NY
NY0136500,Hyde Park Town,City,NY
NY0140000,Erie,County,NY
NY0140100,Buffalo,City,NY
NY0140200,Lackawanna,City,NY
NY0140300,Tonawanda,City,NY
NY0143100,Lancaster Village,City,NY
NY0145100,Amherst Town,City,NY
NY0145500,Cheektowaga Town,City,NY
NY0146000,Orchard Park Town,City,NY
NY0146100,Eden Town,City,NY
NY0146300,Evans Town,City,NY
NY0146500,Hamburg Town,City,NY
NY0146700,Lancaster Town,City,NY
NY0147200,Tonawanda Town,City,NY
NY0147400,West Seneca Town,City,NY
NY0152300,Lake Placid Village,City,NY
NY0152700,Ticonderoga Town,City,NY
NY0162000,Tupper Lake Village,City,NY
NY0162300,Saranac Lake Village,City,NY
NY0170000,Fulton,County,NY
NY0170100,Gloversville,City,NY
NY0180000,Genesee,County,NY
NY0180100,Batavia,City,NY
NY0192100,Catskill Village,City,NY
NY0195000,Hunter Town,City,NY
NY0195200,Cairo Town,City,NY
NY0212100,Frankfort Village,City,NY
NY0212200,Ilion Village,City,NY
NY0220000,Jefferson,County,NY
NY0220100,Watertown,City,NY
NY0223800,Carthage Village,City,NY
NY0242400,Lowville Village,City,NY
NY0250000,Livingston,County,NY
NY0252000,Avon Village,City,NY
NY0252200,Geneseo Village,City,NY
NY0252600,Mount Morris Village,City,NY
NY0252700,Dansville Village,City,NY
NY0260000,Madison,County,NY
NY0260100,Oneida,City,NY
NY0262900,Chittenango Village,City,NY
NY0270000,Monroe,County,NY
NY0270100,Rochester,City,NY
NY0272400,East Rochester Village,City,NY
NY0272800,Brockport Village,City,NY
NY0275000,Brighton Town,City,NY
NY0275300,Gates Town,City,NY
NY0275400,Greece Town,City,NY
NY0275900,Ogden Town,City,NY
NY0276700,Webster Town and Village,City,NY
NY0280100,Amsterdam,City,NY
NY0290000,Nassau,County,NY
NY0290100,Glen Cove,City,NY
NY0290200,Long Beach,City,NY
NY0290300,Floral Park Village,City,NY
NY0290400,Freeport Village,City,NY
NY0290500,Garden City Village,City,NY
NY0290600,Hempstead Village,City,NY
NY0290900,Rockville Centre Village,City,NY
NY0295500,Port Washington,City,NY
NY0303000,New York,City,NY
NY0303100,State Park:,Other State Agency,NY
NY0308300,New York City Metropolitan Transportation Authority,Other,NY
NY0310000,Niagara,County,NY
NY0310200,Niagara Falls,City,NY
NY0310300,North Tonawanda,City,NY
NY0320000,Oneida,County,NY
NY0320100,Rome,City,NY
NY0320200,Utica,City,NY
NY0322300,Camden Village,City,NY
NY0324100,New Hartford Town and Village,City,NY
NY0325100,Kirkland Town,City,NY
NY0330000,Onondaga,County,NY
NY0330100,Syracuse,City,NY
NY0332100,East Syracuse Village,City,NY
NY0332600,Solvay Village,City,NY
NY0332700,Baldwinsville Village,City,NY
NY0332900,Manlius Town,City,NY
NY0333500,North Syracuse Village,City,NY
NY0335100,Cicero Town,City,NY
NY0335300,DeWitt Town,City,NY
NY0335600,Geddes Town,City,NY
NY0339000,State Park:,Other State Agency,NY
NY0340000,Ontario,County,NY
NY0340200,Geneva,City,NY
NY0342900,Canandaigua,City,NY
NY0350000,Orange,County,NY
NY0350100,Middletown,City,NY
NY0350200,Newburgh,City,NY
NY0352000,Washingtonville Village,City,NY
NY0352100,Chester Village,City,NY
NY0352300,Goshen Village,City,NY
NY0352600,Monroe Village,City,NY
NY0352800,Walden Village,City,NY
NY0353200,Maybrook Village,City,NY
NY0353300,Greenwood Lake Village,City,NY
NY0353500,Port Jervis,City,NY
NY0353700,Harriman Village,City,NY
NY0355000,Mount Hope Town,City,NY
NY0355200,Cornwall Town,City,NY
NY0356300,Newburgh Town,City,NY
NY0356700,New Windsor Town,City,NY
NY0357100,Deerpark Town,City,NY
NY0357300,Blooming Grove Town,City,NY
NY0357400,Montgomery Town,City,NY
NY0357600,Crawford Town,City,NY
NY0357700,Chester Town,City,NY
NY0357800,Wallkill Town,City,NY
NY0358100,Goshen Town,City,NY
NY0360000,Orleans,County,NY
NY0362000,Albion Village,City,NY
NY0362200,Medina Village,City,NY
NY0370000,Oswego,County,NY
NY0370100,Fulton City,City,NY
NY0370200,Oswego City,City,NY
NY0380000,Otsego,County,NY
NY0380100,Oneonta City,City,NY
NY0382400,Cooperstown Village,City,NY
NY0390000,Putnam,County,NY
NY0395000,Carmel Town,City,NY
NY0395400,Putnam Valley Town,City,NY
NY0410000,Rensselaer,County,NY
NY0410100,Rensselaer City,City,NY
NY041019E,Rensselaer Polytechnic Institute,University or College,NY
NY0410200,Troy,City,NY
NY0412000,Hoosick Falls Village,City,NY
NY0415200,East Greenbush Town,City,NY
NY0415300,North Greenbush Town,City,NY
NY0415400,Schodack Town,City,NY
NY0430000,Rockland,County,NY
NY0432600,South Nyack Village,City,NY
NY0432800,Spring Valley Village,City,NY
NY0432900,Suffern Village,City,NY
NY0435000,Clarkstown Town,City,NY
NY0435100,Haverstraw Town,City,NY
NY0435200,Orangetown Town,City,NY
NY0435300,Ramapo Town,City,NY
NY0440000,St. Lawrence,County,NY
NY0440100,Ogdensburg,City,NY
NY0442000,Canton Village,City,NY
NY0442300,Gouverneur Village,City,NY
NY0442900,Potsdam Village,City,NY
NY0450000,Saratoga,County,NY
NY0450100,Saratoga Springs,City,NY
NY0452000,Ballston Spa Village,City,NY
NY0452300,Mechanicville,City,NY
NY0452400,South Glens Falls Village,City,NY
NY0460100,Schenectady,City,NY
NY0462000,Scotia Village,City,NY
NY0465100,Glenville Town,City,NY
NY0465200,Niskayuna Town,City,NY
NY0465400,Rotterdam Town,City,NY
NY0470000,Schoharie,County,NY
NY0472000,Cobleskill Village,City,NY
NY0480000,Schuyler,County,NY
NY0490000,Seneca,County,NY
NY0492100,Waterloo Village,City,NY
NY0510100,Suffolk County Police Department,County,NY
NY0512500,Northport Village,City,NY
NY0512600,Southampton Village,City,NY
NY0513700,Lloyd Harbor Village,City,NY
NY0514000,Westhampton Beach Village,City,NY
NY0514100,Nissequogue Village,City,NY
NY0515200,East Hampton Town,City,NY
NY0515600,Shelter Island Town,City,NY
NY0515800,Southampton Town,City,NY
NY0515900,Southold Town,City,NY
NY0519000,State Park:,Other State Agency,NY
NY0520000,Sullivan,County,NY
NY0522000,Liberty Village,City,NY
NY0522200,Monticello Village,City,NY
NY0525400,Fallsburg Town,City,NY
NY0532400,Owego Village,City,NY
NY0540100,Ithaca,City,NY
NY054029E,Ithaca College,University or College,NY
NY054119E,Cornell University,University or College,NY
NY0542000,Dryden Village,City,NY
NY0542500,Cayuga Heights Village,City,NY
NY0549000,State Park:,Other State Agency,NY
NY0550000,Ulster,County,NY
NY0550100,Kingston,City,NY
NY0552600,Ellenville Village,City,NY
NY0552700,New Paltz Town and Village,City,NY
NY0558000,Saugerties Town,City,NY
NY0559100,Rosendale Town,City,NY
NY0559700,Olive Town,City,NY
NY0560000,Warren,County,NY
NY0560100,Glens Falls,City,NY
NY0570000,Washington,County,NY
NY0572400,Fort Edward Village,City,NY
NY0572600,Hudson Falls Village,City,NY
NY0572800,Whitehall Village,City,NY
NY0580000,Wayne,County,NY
NY0582000,Newark Village,City,NY
NY0582500,Palmyra Village,City,NY
NY0583000,Macedon Town and Village,City,NY
NY0590000,Westchester Public Safety,County,NY
NY0590100,Peekskill,City,NY
NY0590200,White Plains,City,NY
NY0590300,Mount Vernon,City,NY
NY0590400,New Rochelle,City,NY
NY0590500,Ossining Village,City,NY
NY0590600,Port Chester Village,City,NY
NY0590700,Yonkers,City,NY
NY0590800,Rye,City,NY
NY0590900,Mamaroneck Village,City,NY
NY0591000,Scarsdale Village,City,NY
NY0592000,Mount Kisco Village,City,NY
NY0592100,Croton-on-Hudson Village,City,NY
NY0592200,Bronxville Village,City,NY
NY0592300,Tuckahoe Village,City,NY
NY0592400,Ardsley Village,City,NY
NY0592500,Dobbs Ferry Village,City,NY
NY0592600,Hastings-on-Hudson Village,City,NY
NY0592700,Irvington Village,City,NY
NY0592800,Tarrytown Village,City,NY
NY0592900,Larchmont Village,City,NY
NY0593100,Briarcliff Manor Village,City,NY
NY0593200,Sleepy Hollow Village,City,NY
NY0593300,Pleasantville Village,City,NY
NY0593500,Pelham Village,City,NY
NY0593700,Pelham Manor Village,City,NY
NY0593900,Elmsford Village,City,NY
NY0594100,Buchanan Village,City,NY
NY0595000,Bedford Town,City,NY
NY0595200,Eastchester Town,City,NY
NY0595300,Greenburgh Town,City,NY
NY0595400,Harrison Town,City,NY
NY0595600,Mamaroneck Town,City,NY
NY0595700,Mount Pleasant Town,City,NY
NY0595800,New Castle Town,City,NY
NY0595900,North Castle Town,City,NY
NY0596800,Yorktown Town,City,NY
NY0597200,Rye Brook Village,City,NY
NY0597400,Cortlandt Town,City,NY
NY0602300,Perry Village,City,NY
NY1510300,Suffolk State Police Troop L,State Police,NY
NY159WN00,New York City Department of Environmental Protection Police:,Other,NY
NY201UN00,State University of New York Police:,University or College,NY
NY202UN00,State University of New York Police:,University or College,NY
NY203UN00,State University of New York Police:,University or College,NY
NY206UN00,State University of New York Police:,University or College,NY
NY209UN00,State University of New York Police:,University or College,NY
NY211UC00,State University of New York Police:,University or College,NY
NY212UN00,State University of New York Police:,University or College,NY
NY214UB00,State University of New York Police:,University or College,NY
NY214UC00,State University of New York Police:,University or College,NY
NY223UN00,State University of New York Police:,University or College,NY
NY225UN00,State University of New York Police:,University or College,NY
NY226UN00,State University of New York Police:,University or College,NY
NY227UN00,State University of New York Police:,University or College,NY
NY229UN00,State University of New York Police:,University or College,NY
NY232UN00,State University of New York Police:,University or College,NY
NY237UN00,State University of New York Police:,University or College,NY
NY238UN00,State University of New York Police:,University or College,NY
NY244UK00,State University of New York Police:,University or College,NY
NY244UP00,State University of New York Police:,University or College,NY
NY247UN00,State University of New York Police:,University or College,NY
NY251UF00,State University of New York Police:,University or College,NY
NY251US00,State University of New York Police:,University or College,NY
NY255UN00,State University of New York Police:,University or College,NY
NY259UN00,State University of New York Police:,University or College,NY
NY262UN00,State University of New York Police:,University or College,NY
NY301SG00,State Police:,State Police,NY
NY302SA00,State Police:,State Police,NY
NY303SC00,State Police:,State Police,NY
NY304SA00,State Police:,State Police,NY
NY305SE00,State Police:,State Police,NY
NY307SE00,State Police:,State Police,NY
NY308SC00,State Police:,State Police,NY
NY309SB00,State Police:,State Police,NY
NY310SK00,State Police:,State Police,NY
NY310ST00,State Police:,State Police,NY
NY312SC00,State Police:,State Police,NY
NY313SK00,State Police:,State Police,NY
NY314SA00,State Police:,State Police,NY
NY315SB00,State Police:,State Police,NY
NY316SB00,State Police:,State Police,NY
